run_id,ticker,W_star,h_star,rho_train,rho_test
20260303T233831Z,RL,300,60,0.7248407335941839,-0.8574819290106809
20260303T233831Z,RMD,80,20,0.36830754384942477,0.29479255399935284
20260303T233831Z,ROK,300,50,0.640261902674506,0.18140129261355606
20260303T233831Z,ROL,20,5,0.05900466884666429,0.16598040826543448
20260303T233831Z,ROP,300,10,0.3947293989681273,0.1933628253676201
20260303T233831Z,ROST,300,60,0.722112132414708,0.4862598831743292
20260303T233831Z,RSG,40,15,0.36850301650301653,0.14632068057254444
20260303T233831Z,RTX,300,60,0.7679757813544453,0.6460552070650247
20260303T233831Z,RVTY,280,55,0.4382270863434022,0.4077462572494717
20260303T233831Z,SBAC,40,10,0.33584729359467863,0.14169577722299193
20260303T233831Z,SBUX,300,60,0.7760490921582519,0.7086447913937395
20260303T233831Z,SCHW,300,60,0.500001465586946,-0.6727494104773206
20260303T233831Z,SHW,300,35,0.7809303258686842,0.4945975512895443
20260303T233831Z,SJM,240,60,0.44028344850450346,0.5436204457384208
20260303T233831Z,SLB,260,60,0.5967044660536884,0.6348922270979321
20260303T233831Z,SMCI,20,25,0.13982658584709878,-0.017628868034547548
20260303T233831Z,SNA,280,60,0.5360718151385256,-0.5476218949670276
20260303T233831Z,SNPS,60,5,0.4081209545096357,0.1484037947684667
20260303T233831Z,SO,160,5,0.3536233404940828,0.13132954443930053
20260303T233831Z,SOLV,40,35,0.9157218001168907,
20260303T233831Z,SPG,300,60,0.6984291410159161,0.3805619345591295
20260303T233831Z,SPGI,300,60,0.4239213101346409,-0.2611624000123299
20260303T233831Z,SRE,140,10,0.4191859838240023,0.225463348517422
20260303T233831Z,STE,300,35,0.593151896512146,0.6344992432076009
20260303T233831Z,STLD,240,60,0.5126025505792575,0.8631175718806169
20260303T233831Z,STT,300,60,0.5660002058970929,0.5521168873202533
20260303T233831Z,STX,120,25,0.31533554894674765,-0.18285418994367073
20260303T233831Z,STZ,300,60,0.3983834575984248,-0.7735924664395913
20260303T233831Z,SW,300,60,0.5666698421200214,0.3500762911702603
20260303T233831Z,SWK,300,60,0.8955594860293815,0.7496724874003975
20260303T233831Z,SWKS,100,5,0.23145836289306868,-0.23804511347298152
20260303T233831Z,SYF,300,60,0.827812443476601,0.14116178351802475
20260303T233831Z,SYK,300,60,0.7410809382902104,-0.1138510858005949
20260303T233831Z,SYY,300,60,0.6016254789073441,0.6792226006812262
20260303T233831Z,T,300,60,0.32412827960825213,-0.05126150147188016
20260303T233831Z,TAP,300,60,0.41400597101569464,0.7008153137185394
20260303T233831Z,TDG,300,20,0.4408747754521783,0.32857821166378814
20260303T233831Z,TDY,300,60,0.4325072189093601,-0.6597876177118813
20260303T233831Z,TECH,280,60,0.48983136482314926,0.2958366077835104
20260303T233831Z,TEL,300,60,0.679941691087158,-0.689132746636253
20260303T233831Z,TER,140,20,0.3298959175830356,-0.25352708035202604
20260303T233831Z,TFC,300,60,0.5542783342639214,0.06610360186797774
20260303T233831Z,TGT,300,60,0.8157435494514055,-0.40311021376940026
20260303T233831Z,TJX,300,40,0.7602262344950481,-0.4006047767109714
20260303T233831Z,TKO,240,20,0.41405033818873377,-0.07949536120228957
20260303T233831Z,TMO,100,15,0.4105852965505942,0.33556146546902077
20260303T233831Z,TPL,280,55,0.28195984174352184,-0.017548592066417897
20260303T233831Z,TPR,280,50,0.6744856871596163,-0.6735190221432088
20260303T233831Z,TRGP,260,60,0.666419099922874,-0.6802711149838508
20260303T233831Z,TRMB,300,60,0.700635206830064,-0.0749194704313919
20260303T233831Z,TROW,300,50,0.8381228732993246,-0.13208293987594075
20260303T233831Z,TRV,300,60,0.6962118866965454,-0.5697794491623384
20260303T233831Z,TSCO,260,30,0.4401796878580831,-0.6807049781176214
20260303T233831Z,TSLA,20,5,0.06049535914296977,-0.025041315766515745
20260303T233831Z,TSN,280,30,0.4819151807402342,-0.17065074571817154
20260303T233831Z,TT,300,60,0.7601904762585637,-0.5069586794691984
20260303T233831Z,TTD,60,40,0.5244524978744703,0.1999343511383171
20260303T233831Z,TTWO,300,60,0.4073924920482971,-0.27756114852889047
20260303T233831Z,TXN,280,35,0.43484345888733045,-0.06536673698359063
20260303T233831Z,TXT,280,60,0.6270789348673016,0.8045665766904705
20260303T233831Z,TYL,120,10,0.5194678137226734,0.37734181762698454
20260303T233831Z,UAL,280,60,0.6635553076565236,0.42716199132128335
20260303T233831Z,UBER,300,60,0.5891717631797792,0.012086421041644924
20260303T233831Z,UDR,300,60,0.8003567453103003,-0.8572815683615121
20260303T233831Z,UHS,300,60,0.6974302541470748,-0.7269854969714717
20260303T233831Z,ULTA,240,60,0.5688729174456508,-0.24433942276806153
20260303T233831Z,UNH,280,35,0.43014406428693164,0.09173091642242424
20260303T233831Z,UNP,300,15,0.36685095519936345,0.2843028357010846
20260303T233831Z,UPS,200,35,0.3727968792048884,-0.30371529098963257
20260303T233831Z,URI,300,50,0.4633429748330147,0.14662625600081428
20260303T233831Z,USB,300,60,0.6523979147199976,-0.5135551685341306
20260303T233831Z,V,300,45,0.5796258330544226,-0.255677031289798
20260303T233831Z,VICI,300,60,0.5803273906761502,0.48337777229782836
20260303T233831Z,VLO,260,60,0.3911748777226801,0.5100363678105743
20260303T233831Z,VLTO,60,25,0.77205679013634,
20260303T233831Z,VMC,300,60,0.5451694254255742,-0.44765192731532133
20260303T233831Z,VRSK,40,10,0.33694318598133505,-0.0676425487520043
20260303T233831Z,VRSN,300,20,0.4948680396219618,-0.2089714223101125
20260303T233831Z,VRTX,20,5,0.04159264010170822,-0.02288620646816397
20260303T233831Z,VST,280,10,0.23508762054710475,0.10511021633987758
20260303T233831Z,VTR,300,60,0.7857850219873787,-0.8707211442134304
20260303T233831Z,VTRS,300,10,0.36706519348047784,-0.012785236938668164
20260303T233831Z,VZ,300,60,0.5584313429709377,0.24206648891080867
20260303T233831Z,WAB,280,25,0.6318953811473442,0.35571481461892424
20260303T233831Z,WAT,280,55,0.846759156557015,-0.39569002982211626
20260303T233831Z,WBD,300,30,0.4507899969927369,-0.11480696977407384
20260303T233831Z,WDAY,300,60,0.5318340140567661,0.46593098346254025
20260303T233831Z,WDC,300,60,0.5166128927326189,-0.8748362437001987
20260303T233831Z,WEC,160,15,0.25439472181887907,0.5133896963421257
20260303T233831Z,WELL,300,60,0.7907229061230792,-0.8885378296317987
20260303T233831Z,WFC,280,60,0.49849969288023843,0.5881709775515085
20260303T233831Z,WM,300,25,0.47519047468117465,-0.3198994656917885
20260303T233831Z,WMB,260,60,0.6571545227497467,-0.5331093173600203
20260303T233831Z,WMT,140,45,0.29681083947291104,-0.14530519658192942
20260303T233831Z,WRB,300,60,0.41645121347024533,0.14415178089792396
20260303T233831Z,WSM,280,55,0.5160488349707464,-0.00011239491075844085
20260303T233831Z,WST,300,60,0.6147868428897942,-0.09321393893623908
20260303T233831Z,WTW,100,10,0.3351485034476757,0.06935811609939325
20260303T233831Z,WY,300,60,0.5080774930885064,0.40662423130866326
20260303T233831Z,WYNN,300,55,0.7408898035651967,0.3891095097832947
20260303T233831Z,XEL,40,10,0.30154405670395773,0.22209937546415803
20260303T233831Z,XOM,240,60,0.4905637991959069,0.2010811992974255
20260303T233831Z,XYL,300,60,0.7793981370602613,-0.7302220920734245
20260303T233831Z,XYZ,300,60,0.5787577470568511,-0.4775210763990567
20260303T233831Z,YUM,280,20,0.6154482167498838,0.41393462229785605
20260303T233831Z,ZBH,300,60,0.5671759998341384,0.06681257031888167
20260303T233831Z,ZBRA,300,60,0.8774644201959311,0.6463326295023349
20260303T233831Z,ZTS,300,60,0.6295426582315584,0.6300109427739161
